ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,Language_ID,size
bffd530fd16727714b8300fd0d879017,akrep.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-419E-4AFC-1746-0/akrep.png,,Daakaka,40451
d1216cd88e10cf7881527a13c0ed68bb,mayuk.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-4F26-DEE2-836A-0/mayuk.png,,Daakaka,220441
055836510118cb320d505e29172a539a,menbuo.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-27AD-9465-8232-0/menbuo.png,,Daakaka,28199
f48dc3a638c1b44f7150e16ea8d8a07c,o.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0EFC-6E2E-D79B-0/o.png,,Daakaka,477209
4adf30a3d902cc3bcabb7946ca59e349,seebwiyo.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-8D33-D47D-B5CA-0/seebwiyo.png,,Daakaka,19780
a21ab20b3e99bb51c94d6a39f8629ed4,tako.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-FA85-962F-D45E-0/tako.png,,Daakaka,1212347
69e77e18438f253cfa765e21c3170c2b,to.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7CDD-7531-22E3-0/to.png,,Daakaka,57696
3c9c7be0e04081fe45961ddaf9672515,twins.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B21B-163B-03CF-0/twins.png,,Daakaka,12612
fd937c9da09ce2cba3c7d25da9dd7b94,yungdaa.png,Copyright by Tio Bang,image/png,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E9FC-242B-DCA5-0/yungdaa.png,,Daakaka,25223
