ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
Amahuaca,Amahuaca,amah1246,Amahuaca,amc,South America,-10.2012,-72.3208,Pano-Tacanan
